6;A Passage to India 6;Comic;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea201;E.M. Forster wrote his novel A Passage to India after multiple trips to the country throughout his early life. for episode 6;60cabc7827a131004ccea1a4;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
10;A Passage to India 10;Comic;read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc7927a131004ccea205;E.M. Forster wrote his novel A Passage to India after multiple trips to the country throughout his early life. for episode 10;60cabc7827a131004ccea1a4;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60be2d9d6a90b5004d9d6a1b;0
14;A Passage to India 14;Comic;read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc7927a131004ccea209;E.M. Forster wrote his novel A Passage to India after multiple trips to the country throughout his early life. for episode 14;60cabc7827a131004ccea1a4;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
18;A Passage to India 18;Comic;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea20d;E.M. Forster wrote his novel A Passage to India after multiple trips to the country throughout his early life. for episode 18;60cabc7827a131004ccea1a4;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
2;Invisible Man 2;Comic;read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc7927a131004ccea211;Often confused with H.G. Wells’s science-fiction novella of nearly the same name (just subtract a “The”), Ralph Ellison’s Invisible Man is a groundbreaking novel in the expression of identity for the African American male. for episode 2;60cabc7827a131004ccea1a5;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
6;Invisible Man 6;Comic;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea215;Often confused with H.G. Wells’s science-fiction novella of nearly the same name (just subtract a “The”), Ralph Ellison’s Invisible Man is a groundbreaking novel in the expression of identity for the African American male. for episode 6;60cabc7827a131004ccea1a5;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
10;Invisible Man 10;Comic;read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc7927a131004ccea219;Often confused with H.G. Wells’s science-fiction novella of nearly the same name (just subtract a “The”), Ralph Ellison’s Invisible Man is a groundbreaking novel in the expression of identity for the African American male. for episode 10;60cabc7827a131004ccea1a5;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60be2d9d6a90b5004d9d6a1b;0
14;Invisible Man 14;Comic;read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc7927a131004ccea21d;Often confused with H.G. Wells’s science-fiction novella of nearly the same name (just subtract a “The”), Ralph Ellison’s Invisible Man is a groundbreaking novel in the expression of identity for the African American male. for episode 14;60cabc7827a131004ccea1a5;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
18;Invisible Man 18;Comic;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea221;Often confused with H.G. Wells’s science-fiction novella of nearly the same name (just subtract a “The”), Ralph Ellison’s Invisible Man is a groundbreaking novel in the expression of identity for the African American male. for episode 18;60cabc7827a131004ccea1a5;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
2;Don Quixote 2;Comic;read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc7927a131004ccea225;Miguel de Cervantes’s Don Quixote, perhaps the most influential and well-known work of Spanish literature, was first published in full in 1615. for episode 2;60cabc7827a131004ccea1a6;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
6;Don Quixote 6;Comic;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea229;Miguel de Cervantes’s Don Quixote, perhaps the most influential and well-known work of Spanish literature, was first published in full in 1615. for episode 6;60cabc7827a131004ccea1a6;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
10;Don Quixote 10;Comic;read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc7927a131004ccea22d;Miguel de Cervantes’s Don Quixote, perhaps the most influential and well-known work of Spanish literature, was first published in full in 1615. for episode 10;60cabc7827a131004ccea1a6;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60be2d9d6a90b5004d9d6a1b;0
14;Don Quixote 14;Comic;read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc7927a131004ccea231;Miguel de Cervantes’s Don Quixote, perhaps the most influential and well-known work of Spanish literature, was first published in full in 1615. for episode 14;60cabc7827a131004ccea1a6;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
18;Don Quixote 18;Comic;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea235;Miguel de Cervantes’s Don Quixote, perhaps the most influential and well-known work of Spanish literature, was first published in full in 1615. for episode 18;60cabc7827a131004ccea1a6;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
2;Beloved 2;Comic;read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc7927a131004ccea239;Toni Morrison’s 1987 spiritual and haunting novel Beloved tells the story of an escaped slave named Sethe who has fled to Cincinnati, Ohio, in the year 1873. for episode 2;60cabc7827a131004ccea1a7;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
6;Beloved 6;Comic;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea23d;Toni Morrison’s 1987 spiritual and haunting novel Beloved tells the story of an escaped slave named Sethe who has fled to Cincinnati, Ohio, in the year 1873. for episode 6;60cabc7827a131004ccea1a7;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
10;Beloved 10;Comic;read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc7927a131004ccea241;Toni Morrison’s 1987 spiritual and haunting novel Beloved tells the story of an escaped slave named Sethe who has fled to Cincinnati, Ohio, in the year 1873. for episode 10;60cabc7827a131004ccea1a7;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60be2d9d6a90b5004d9d6a1b;0
14;Beloved 14;Comic;read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc7927a131004ccea245;Toni Morrison’s 1987 spiritual and haunting novel Beloved tells the story of an escaped slave named Sethe who has fled to Cincinnati, Ohio, in the year 1873. for episode 14;60cabc7827a131004ccea1a7;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
18;Beloved 18;Comic;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea249;Toni Morrison’s 1987 spiritual and haunting novel Beloved tells the story of an escaped slave named Sethe who has fled to Cincinnati, Ohio, in the year 1873. for episode 18;60cabc7827a131004ccea1a7;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
2;Mrs. Dalloway 2;Illustration;read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc7927a131004ccea24d;Possibly the most idiosyncratic novel of this list, Virginia Woolf’s Mrs. Dalloway describes exactly one day in the life of a British socialite named Clarissa Dalloway. for episode 2;60cabc7827a131004ccea1a8;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
6;Mrs. Dalloway 6;Illustration;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea251;Possibly the most idiosyncratic novel of this list, Virginia Woolf’s Mrs. Dalloway describes exactly one day in the life of a British socialite named Clarissa Dalloway. for episode 6;60cabc7827a131004ccea1a8;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
10;Mrs. Dalloway 10;Illustration;read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc7927a131004ccea255;Possibly the most idiosyncratic novel of this list, Virginia Woolf’s Mrs. Dalloway describes exactly one day in the life of a British socialite named Clarissa Dalloway. for episode 10;60cabc7827a131004ccea1a8;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60be2d9d6a90b5004d9d6a1b;0
14;Mrs. Dalloway 14;Illustration;read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc7927a131004ccea259;Possibly the most idiosyncratic novel of this list, Virginia Woolf’s Mrs. Dalloway describes exactly one day in the life of a British socialite named Clarissa Dalloway. for episode 14;60cabc7827a131004ccea1a8;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
18;Mrs. Dalloway 18;Illustration;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea25d;Possibly the most idiosyncratic novel of this list, Virginia Woolf’s Mrs. Dalloway describes exactly one day in the life of a British socialite named Clarissa Dalloway. for episode 18;60cabc7827a131004ccea1a8;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
2;Things Fall Apart 2;Illustration;read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc7927a131004ccea261;The Western canon of “great literature” often focuses on writers who come from North America or Europe and often ignores accomplished writers and amazing works of literature from other parts of the world. for episode 2;60cabc7827a131004ccea1a9;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
6;Things Fall Apart 6;Illustration;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea265;The Western canon of “great literature” often focuses on writers who come from North America or Europe and often ignores accomplished writers and amazing works of literature from other parts of the world. for episode 6;60cabc7827a131004ccea1a9;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
10;Things Fall Apart 10;Illustration;read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc7927a131004ccea269;The Western canon of “great literature” often focuses on writers who come from North America or Europe and often ignores accomplished writers and amazing works of literature from other parts of the world. for episode 10;60cabc7827a131004ccea1a9;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60be2d9d6a90b5004d9d6a1b;0
14;Things Fall Apart 14;Illustration;read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc7927a131004ccea26d;The Western canon of “great literature” often focuses on writers who come from North America or Europe and often ignores accomplished writers and amazing works of literature from other parts of the world. for episode 14;60cabc7827a131004ccea1a9;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
18;Things Fall Apart 18;Illustration;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea271;The Western canon of “great literature” often focuses on writers who come from North America or Europe and often ignores accomplished writers and amazing works of literature from other parts of the world. for episode 18;60cabc7827a131004ccea1a9;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
2;Jane Eyre 2;Illustration;read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc7927a131004ccea275;Charlotte Brontë’s Jane Eyre, another novel often assigned for reading in school, was initially published in 1847 under the pseudonym Currer Bell to disguise the fact that the writer was a woman. for episode 2;60cabc7827a131004ccea1aa;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
6;Jane Eyre 6;Illustration;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea279;Charlotte Brontë’s Jane Eyre, another novel often assigned for reading in school, was initially published in 1847 under the pseudonym Currer Bell to disguise the fact that the writer was a woman. for episode 6;60cabc7827a131004ccea1aa;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
10;Jane Eyre 10;Illustration;read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc7927a131004ccea27d;Charlotte Brontë’s Jane Eyre, another novel often assigned for reading in school, was initially published in 1847 under the pseudonym Currer Bell to disguise the fact that the writer was a woman. for episode 10;60cabc7827a131004ccea1aa;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60be2d9d6a90b5004d9d6a1b;0
14;Jane Eyre 14;Illustration;read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc7927a131004ccea281;Charlotte Brontë’s Jane Eyre, another novel often assigned for reading in school, was initially published in 1847 under the pseudonym Currer Bell to disguise the fact that the writer was a woman. for episode 14;60cabc7827a131004ccea1aa;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
18;Jane Eyre 18;Illustration;read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc7927a131004ccea285;Charlotte Brontë’s Jane Eyre, another novel often assigned for reading in school, was initially published in 1847 under the pseudonym Currer Bell to disguise the fact that the writer was a woman. for episode 18;60cabc7827a131004ccea1aa;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
2;Vertigo 2;Video;watch/cffe8264-4fd1-48a0-8380-e7fc663ef209-AFISH_MOVIE_sample_210408.mp4;null;60cabc7927a131004ccea289;A former detective with a fear of heights is hired to follow a woman apparently possessed by the past in Alfred Hitchcock’s timeless thriller about obsession. for episode 2;60cabc7827a131004ccea1ab;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
6;Vertigo 6;Video;watch/cffe8264-4fd1-48a0-8380-e7fc663ef209-AFISH_MOVIE_sample_210408.mp4;null;60cabc7927a131004ccea28d;A former detective with a fear of heights is hired to follow a woman apparently possessed by the past in Alfred Hitchcock’s timeless thriller about obsession. for episode 6;60cabc7827a131004ccea1ab;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
10;Vertigo 10;Video;watch/cffe8264-4fd1-48a0-8380-e7fc663ef209-AFISH_MOVIE_sample_210408.mp4;null;60cabc7927a131004ccea291;A former detective with a fear of heights is hired to follow a woman apparently possessed by the past in Alfred Hitchcock’s timeless thriller about obsession. for episode 10;60cabc7827a131004ccea1ab;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60be2d9d6a90b5004d9d6a1b;0
14;Vertigo 14;Video;watch/cffe8264-4fd1-48a0-8380-e7fc663ef209-AFISH_MOVIE_sample_210408.mp4;null;60cabc7927a131004ccea295;A former detective with a fear of heights is hired to follow a woman apparently possessed by the past in Alfred Hitchcock’s timeless thriller about obsession. for episode 14;60cabc7827a131004ccea1ab;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
18;Vertigo 18;Video;watch/cffe8264-4fd1-48a0-8380-e7fc663ef209-AFISH_MOVIE_sample_210408.mp4;null;60cabc7927a131004ccea299;A former detective with a fear of heights is hired to follow a woman apparently possessed by the past in Alfred Hitchcock’s timeless thriller about obsession. for episode 18;60cabc7827a131004ccea1ab;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60be2d9d6a90b5004d9d6a1b;0
2;Citizen Kane 2;Video;watch/cffe8264-4fd1-48a0-8380-e7fc663ef209-AFISH_MOVIE_sample_210408.mp4;null;60cabc7927a131004ccea29d;Given extraordinary freedom by Hollywood studio RKO for his debut film, boy wonder Welles created a modernist masterpiece that is regularly voted the best film ever made. for episode 2;60cabc7827a131004ccea1ac;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60be2d9d6a90b5004d9d6a1b;0
